article,topic,cluster
Rancang Bangun Sistem Informasi Akademik dan Administrasi Digital berbasis Web di SD Aisyiyah Kota Malang,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Sistem Manajemen Pemesanan Barang Interior dan Eksterior Berbasis Web (Studi Kasus CV Omega Art Malang),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Sistem Informasi Manajemen Percetakan pada Gajayana Digital Printing Kota Malang berbasis Website,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Sistem Informasi Pengiriman Kendaraan Bermotor dan Alat Berat berbasis Web (Studi Kasus: CV. Arsa Jaya Mandiri),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Aplikasi untuk Sistem Informasi Manajemen Biro Umroh dan Haji: Kasus Biro Umroh Farfasa Tour Kabupaten Tuban,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Sistem Informasi Repositori Internal Fakultas Keguruan dan Ilmu Pendidikan Universitas Safin Pati,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Sistem Pengelolaan Barang Toko Kelontong berbasis Website (Studi Kasus: Toko Kelontong Alisa),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Sistem Informasi Point of Sale (POS) berbasis Web menggunakan Pendekatan Metode Waterfall (Studi Kasus: Restoran Altari),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Studi Implementasi Sistem Informasi berbasis Aplikasi Web terhadap Penurunan Jumlah Error Rate pada Proses Pencatatan Kegiatan Perusahaan Percetakan,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Aplikasi Sistem Pelatihan PEKERTI-AA bagi Dosen berbasis Website di Universitas Brawijaya Malang,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Lanjut Aplikasi berbasis Android Sistem Presensi Online dengan Penambahan Fitur Notifikasi dan Fitur Permohonan Ijin atau Cuti di PT. Bintang Mas Glassolutions,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Aplikasi Pelaporan Nilai Akademik dan Kompetensi Peserta Didik berbasis Website (Studi Kasus: SD Islam Riyadlul Mubtadiin Turen),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Aplikasi Perangkat Bergerak Pembelian Bahan Makanan berbasis Android (Studi Kasus: Bahanbaku),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Perancangan Proses Bisnis dan Analisis Spesifikasi Persyaratan Sistem Informasi Pemesanan Layanan: Kasus CV Usaha Berkah Abadi,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Sistem Informasi Manajemen Akademik Sekolah menggunakan Metode Prototyping (Studi pada Sekolah SMA Negeri Mojoagung),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pembangunan Aplikasi Android Pelacak Truk Tebu untuk Sistem Pos Pantau PG Kebon Agung,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Aplikasi E-Portfolio berbasis Website,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Sistem Informasi Manajemen Inventaris Sekolah Menengah Kejuruan berbasis Web (Studi pada SMK Negeri 10 Malang),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Aplikasi Perangkat Bergerak Pencarian Partner Lomba berbasis Android menggunakan Clean Architecture,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pembangunan Aplikasi Buku Tamu berbasis Web (Studi Kasus pada Sekretariat DPRD Sidoarjo),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Studi Perbandingan Lazy Loading Native dan IntersectionObserver JavaScript Dalam Pengelolaan Konten Gambar Pada Pengembangan Website,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan IoT Gateway Terdistribusi Berbasis Kubernetes,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Analisis Pengaruh Marketplace Berbasis Mobile Pada Penumpukan Pakaian Bekas Layak Pakai (Studi Kasus: Carousell),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Aplikasi Perpustakaan Berbasis Website pada SDN Bandungrejosari 4 Malang,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Aplikasi Sistem Informasi Layanan Tabungan Nasabah Berbasis Web (Studi Kasus: Bank Sampah RW 09 Kelurahan Jatisari Kota Bekasi),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Aplikasi Pemantauan Tindak Lanjut Hasil Pengawasan (Studi Kasus: Inspektorat Daerah Kabupaten Lombok Timur),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Perancangan dan Pengembangan Aplikasi Berbasis Gamification untuk Meningkatkan Partisipasi Masyarakat dalam Pengelolaan Sampah,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Studi Implementasi Skalabilitas Pada Sistem Inferensi Data Elektrokardiogram Berbasis Cloud,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Sistem Pengelolaan Katering Berbasis Web (Studi Kasus: PT. Inggit Seafood Catering),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Aplikasi Janur untuk Booking Vendor Pernikahan Dengan Teknologi 360 Derajat Foto Berbasis Mobile,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Web Portal Bangunan Bersejarah dengan Modul 360 View dan Modul 3D,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pembangunan System Informasi Akademik Sekolah Berbasis Website  (Studi Kasus : Sekolah Tahfidz Ibnu Mas’ud),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Sistem Informasi Kompetisi Berbasis Web (Studi Kasus: Universitas Brawijaya),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Sistem Informasi Inventory Bahan Baku dan Penjualan Roti Terintegrasi Dengan Payment Gateway Berbasis Website ( Study Khasus CV. FamilyBakery ),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Aplikasi Perangkat Bergerak Sistem Pengenalan dan Belajar Wayang Kulit Berbasis Android: Studi Kasus Lingkungan MAN Insan Cendekia Jambi,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Aplikasi Pemesanan Jasa Pencucian Kendaraan Berbasis Web Dengan Memanfaatkan Payment Gateway System (Studi Kasus: CuciGo),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Aplikasi Penyedia Lowongan Magang Remote Berbasis Android untuk Mahasiswa Universitas Brawijaya,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Implementasi Manajemen Metadata Untuk Pelaporan Akademik Berdasarkan Data Management Body Of Knowledge (DMBOK) (Studi Kasus: Program Studi Sistem Informasi Fakultas Ilmu Komputer),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Analisis Pengaruh Pengenalan Lapangan Persekolahan (PLP) Terhadap Pengembangan Soft Skills dan Hard Skills Mahasiswa Program Studi Pendidikan Teknologi Informasi Universitas Brawijaya,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Gim Edukasi untuk Meningkatkan Kemampuan Identifikasi Plagiarisme Menggunakan Model ADDIE: Studi Kasus Filkom UB,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Analisis Perbandingan Performa Design Pattern MVVM dan MVP pada Dashboard Aplikasi Manajemen Kos Berbasis Android (Studi Kasus: Kos Gendhis Xenopatih),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Media Pembelajaran Block-Based Programming Untuk Membantu Mahasiswa Mempelajari Pemrograman (Studi Kasus: Pembelajaran PHP Dasar Pada Praktikum Mata Kuliah Pemrograman Web Di Fakultas Ilmu Komputer Universitas Brawijaya),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Analisis Perbandingan Penggunaan Automated Dependency Injection dan Manual Dependency Injection Pada Aplikasi Android (Studi Kasus: Aplikasi Android Katalog Game Corner Fakultas Ilmu Komputer),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Dashboard Business Intelligence Untuk Monitoring Sistem Tracer Study (Studi Kasus: Fakultas Ilmu Komputer Universitas Brawijaya),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Sistem Ekstraksi Konteks Artikel Ilmiah dan Visualisasi Knowledge Graph menggunakan Large Language Model (LLM),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Front-End Aplikasi MySRE: Aplikasi Tinjauan Literatur Untuk Peneliti Pemula,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
"Analisis Performa Image Loader Library Glide, Coil, Dan Fresco Pada Aplikasi Berbasis Android (Studi Kasus: Aplikasi Berita)","android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Aplikasi Pemesanan Makanan Pedagang Keliling (Bakul),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Aplikasi Perangkat Bergerak sebagai Alat Bantu Pedagang Sayur Keliling dengan Ionic Framework,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
"Perancangan Pengalaman Pengguna Aplikasi Mobile Crowdsourcing untuk Partisipasi Masyarakat dalam Pengelolaan Sampah (Studi Kasus : Bank Sampah Antasari, Desa Sangatta Utara, Kabupaten Kutai Timur)","android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Nusantarian: Pengembangan Aplikasi Wisata Edukasi Candi Badut berbasis Gamifikasi pada Platform Android,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Sistem Informasi Penjualan Handycraft Deen Feltflowers berbasis Website menggunakan Framework Codeigniter,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Sistem Informasi Pengelola Inventaris Sekolah berbasis Web menggunakan Laravel (Studi Kasus : SMA Negeri 1 Sungai Ambawang),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Arsitektur Microservices pada Sistem Payment Point Online Banking (PPOB) (Studi Kasus: Kios Deliv),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pembangunan Sistem Manajemen Inventaris Alat dan Barang berbasis Web untuk Sekolah Dasar (Studi Kasus: Sekolah Dasar Swasta Lembaga Pendidikan Islam At-Taufiq Cempaka Putih),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Sistem Reservasi Rental Kendaraan dan Trip Wisata berbasis Web (Studi Kasus: G19 Tour & Travel),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Sistem Informasi Pengelolaan dan Pemesanan untuk Toko Kue dan Produk Roti Berbasis Web (Studi Kasus: UMKM Banaboolen di Kota Bekasi),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Aplikasi Back Office untuk Daycare berbasis Web,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Sistem Informasi Manajemen Penjualan e-Ticketing pada Wahana BNS-Indigokart,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Analisis Sentimen Feed Back Mahasiswa terhadap Dosen Prodi Teknologi Informasi Departemen Sistem Informasi Fakultas Ilmu Komputer Universitas Brawijaya,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Aplikasi Edukasi Bahasa Inggris berbasis Learning Path menggunakan Framework Flutter,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Sistem Informasi Usaha Gadai berbasis Web (Studi Kasus: UD. Ricky Gadai Medan),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Sistem Informasi Manajemen Katering (Studi Kasus: Catering Jasmine Koperasi Wanita Patra Kota Dumai),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Web Responsive sebagai Media Pemasaran (Studi Kasus: Toko Nammar Butik),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Perancangan Purwarupa Aplikasi Pembayaran Iuran Komite Sekolah (Studi Kasus: SMK Negeri 5 Malang),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Aplikasi Web Layanan RT/RW Desa Made Kabupaten Lamongan dengan menggunakan Metode Prototipe,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Aplikasi Pembelajaran Bahasa Jawa Materi Basa Rinengga berbasis Android di SMA Negeri 1 Blitar,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Sistem Monitoring Kelembaban dan Penyiraman Otomatis berbasis Internet of Things pada Perkebunan Salak di Desa Duda Timur,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Aplikasi Pendukung Smart City Pertanian berbasis Mobile. Studi Kasus: Pemerintah Kota Batu,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Sistem Ujian Kompetensi Online berbasis Web menggunakan Metode Waterfall,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Evaluasi Tata Kelola dan Manajemen Risiko Teknologi Informasi menggunakan Framework COBIT 2019 proses EDM03 dan APO12 (Studi Kasus pada PT Bank BRI Unit Bangorejo),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Aplikasi E-Learning sebagai Pendukung Konsep Flipped Classroom (Studi Kasus: SMP Brawijaya Smart School),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Sistem Rawat Jalan pada Rumah Sakit berbasis Web,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Sistem Informasi Shoescare Management Berbasis Website (Studi Kasus : Hector VHN),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Efisiensi Konsumsi Energi Listrik pada Sistem Pencahayaan Ruang Kelas Melalui Pengembangan Sistem Kontrol Lampu Ruang Kelas Berbasis Internet of Things dan Aplikasi Web,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Perancangan dan Pembuatan Sistem Informasi Untuk Manajemen Reservasi Game Corner Fakultas Ilmu Komputer Universitas Brawijaya Berbasis Website,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Aplikasi Pelaporan Tindak Kekerasan Seksual Di Lingkungan Universitas Brawijaya Berbasis Website,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Aplikasi Manajemen Transaksi di Annisa Salon Muslimah Berbasis  Mobile Menggunakan Metode Rapid Application Development (RAD),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Perancangan Sistem Informasi Gadai Pada KORMA,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Redesain Sistem Informasi E-Katalog Berdasarkan Evaluasi Usability (Studi Kasus Unit Kerja Pengadaan Barang/Jasa Kota Padang Panjang),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Aplikasi Mobile Ikatan Keluarga Alumni Menggunakan React Native Dengan Metode Rapid Application Development: Studi Kasus Alumni SMAN 2 Jombang Periode 1960 – 2024,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Sistem Informasi Atlet KONI Kota Malang Berbasis Website Menggunakan Framework Laravel,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Pengembangan Game Edukasi Si Kancil Berbasis Android Menggunakan Metode Pengembangan Sistem MDLC (Multimedia Development  Life Cycle),"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Rancang Bangun Sistem Informasi Akademik Berbasis Web pada Madrasah Tsanawiyah Riyadlatul Fallah,"android, aplikasi, pengembangan, berbasis, dan, bergerak, perangkat, menggunakan, studi, kasus",1
Perancangan User Experience Aplikasi Pembagi Tagihan berbasis Mobile di Era New Normal menggunakan Metode Design Thinking,"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Perancangan Pengalaman Pengguna Aplikasi Kursus Online Teknologi Informasi berbasis Mobile menggunakan Metode Human-Centered Design,"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Perancangan User Experience Aplikasi Mobile Mal Pelayanan Publik DKI Jakarta dengan Metode Design Thinking,"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Evaluasi dan Perancangan Pengalaman Pengguna Aplikasi Mobile Kursus Public Speaking (Oberi App) menggunakan Metode Shadowing dan Design Thinking,"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Evaluasi dan Perbaikan Pengalaman Pengguna Aplikasi Temu.in menggunakan Metode User Experience Questionnaire dan Heuristic Evaluation,"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Perancangan Pengalaman Pengguna Aplikasi Rental Printer dengan Metode Design Thinking (Studi Kasus: Print Pojok UNESA Ketintang Surabaya),"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Perancangan User Experience Aplikasi Jasa Foto Produk menggunakan Human Centered Design,"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Perancangan Antarmuka Aplikasi Pembelajaran Sistem Bilangan untuk Mata Pelajaran Sistem Komputer dengan Metode Human Centered Design (Studi Kasus Kelas X SIJA 1 SMK Negeri 6 Malang),"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Perancangan User Experience Aplikasi Donation Based Crowdfunding dengan Metode Design Thinking,"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Perancangan User Experience Website PT. Sinar Barokah Cipta Mahardhika Menggunakan Metode Design Thinking,"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Evaluasi Performa dan Pengalaman Pengguna Situs Web Sebuah Fakultas Ilmu Komputer Menggunakan Google Lighthouse dan User Experience Questionnaire (UEQ),"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Perancangan Pengalaman Pengguna Aplikasi Mobile Perencanaan Liburan Menggunakan Metode Design Thinking,"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Perancangan User Experience Aplikasi Edukasi Perawatan Osteoarthritis menggunakan Metode Design Thinking,"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Analisis Perbandingan Usability dan Pengalaman Pengguna Pada Aplikasi X(Twitter) dan Instagram Threads Menggunakan System Usability Scale (SUS) dan User Experience Questionnaire (UEQ),"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Perancangan Pengalaman Pengguna Curriculum Vitae Generator Menggunakan Human Centered Design: Kasus Di Universitas Brawijaya,"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Perbandingan Pengalaman Pengguna Aplikasi Mobile Digital Wallet Menggunakan Usability Testing,"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Perancangan User Experience Sistem Pemesanan Asrama Pelatihan  Berbasis Responsive Website Pada Balai Diklat Keagamaan Medan  Menggunakan Metode Design Thinking,"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Evaluasi Usability dan Perbaikan User Experience Aplikasi BIMO Mahasiswa Menggunakan Usability Testing dengan Pendekatan Human-Centered Design (HCD),"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Perancangan User Experience Aplikasi Berbasis Mobile Pada Kiara Coffee dengan Metode Design Thinking,"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Evaluasi dan Perbaikan Desain Antarmuka Pengguna Sistem Persetujuan Colocation Application Form (CAF) menggunakan Metode Human Centered Design (Studi Kasus: PT Tower XYZ),"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Perancangan User Experience Aplikasi Tracking Sistem Informasi Balai Pemasyarakatan Bapas Kelas 1 Malang (Simas Bisma) Dengan Menggunakan Metode Design Thinking,"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Perancangan User Experience Aplikasi Mobile Marketplace Layanan Perawatan Tubuh dengan menggunakan pendekatan Design Thinking,"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Perancangan Pengalaman Pengguna Aplikasi Layanan Ambulans Puskesmas Sumberpucung Kabupaten Malang Menggunakan Human-Centered Design,"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Perancangan Pengalaman Pengguna Aplikasi Penagihan Iuran oleh Kader Jaminan Kesehatan Nasional (JKN) dengan Metode Human-Centered Design (Studi Kasus Badan Penyelenggara Jaminan Sosial (BPJS) Kesehatan Kantor Cabang Kota Malang),"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Perancangan User Experience Dashboard dan Modul Pelaporan pada Sistem Informasi Manajemen di Balai Pemasyarakatan (BAPAS) Kelas 1 Malang Menggunakan Pendekatan Human Centered Design,"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Evaluasi dan Perbaikan Antarmuka Pengguna Aplikasi Portal Kajian Risiko Bencana InaRISK Personal menggunakan Metode Human Centered Design,"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Analisis dan Perbaikan Usability Manajemen Bootcamp pada LMS PT XYZ menggunakan Metode Human Centered Design,"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Perancangan Pengalaman Pengguna Aplikasi Penyewaan Alat Foto dan Video berbasis Website menggunakan Pendekatan Human Centered Design (HCD) (Studi Kasus: Aceh Camera),"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Perancangan Aplikasi Pengelola Keuangan Pribadi berbasis Mobile dengan Metode Design Thinking (Studi Kasus: Mahasiswa FILKOM UB),"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Perancangan User Experience Aplikasi Mobile Edukasi Mental Health berbasis Gamifikasi menggunakan Pendekatan Player-Centered Design (Studi Kasus: UKPKLTKSP Fakultas Ilmu Komputer Universitas Brawijaya),"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Perancangan Pengalaman Pengguna Aplikasi Human Resources Menggunakan Metode User-Centered Design,"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Perancangan User Experience pada Aplikasi Mobile Gapura UB sebagai Platform Monitoring Orang Tua terhadap Kegiatan Akademik Mahasiswa Universitas Brawijaya,"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Perancangan UX Modul Orang tua pada Aplikasi Bimbingan Online Mahasiswa FILKOM UB menggunakan Metode Design Thinking,"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Perancangan Desain Interaksi Modul Asesmen dan Modul Pengembangan Karir pada Aplikasi Sarjana Sakti menggunakan Metode Design Thinking dan Heuristic Evaluation,"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Evaluasi Game Experience menggunakan Metode Game Experience Questionnaire (Studi Kasus: Gim Apex Legends Mobile),"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Perancangan User Experience Modul Dashboard Job Placement Center Aplikasi Sarjana Sakti dengan menggunakan Metode Human Centered Design,"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Perancangan Pengalaman Pengguna Aplikasi e-Commerce berbasis Website untuk Pembelian Photobook menggunakan Metode Design Thinking (Studi Kasus: Abstory),"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Perancangan Pengalaman Pengguna Aplikasi Mobile Platform Potensia menggunakan Metode Design Thinking,"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Perancangan User Experience Sistem Informasi Manajemen Kampus Merdeka FILKOM menggunakan Pendekatan Human-Centered Design (HCD),"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Perancangan Desain Antarmuka Pengguna Mobile Learning dengan Model Instruksional Gagne dan Pendekatan Human-Centered Design (Studi Kasus pada Mata Pelajaran Pemrograman Berorientasi Objek di SMK Negeri 6 Malang),"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
Evaluasi dan Perbaikan User Experience Aplikasi Geotagging Sungai Brantas menggunakan Metode Human Centered Design dan Heuristic Evaluation,"experience, dan, questionnaire, user, ueq, evaluasi, menggunakan, pada, analisis, aplikasi",2
